"SITE_ID","VISIT_NO","MCYST_TL_UGL","BASINAREA_KM2","PCT_OPENH20_BSN","PCT_ICESNOW_BSN","PCT_WATER_BSN","PCT_DEVOPEN_BSN","PCT_DEVLOW_BSN","PCT_DEVMED_BSN","PCT_DEVHIGH_BSN","PCT_DEVELOPED_BSN","PCT_BARREN_BSN","PCT_DECID_BSN","PCT_CONIF_BSN","PCT_MIXED_BSN","PCT_FOREST_BSN","PCT_SHRUBLAND_BSN","PCT_GRASS_BSN","PCT_PASTURE_BSN","PCT_CROPS_BSN","PCT_AGRIC_BSN","PCT_WDYWET_BSN","PCT_EMHERBWET_BSN","PCT_WETLAND_BSN","SECMEAN","DATE_COL","LAT_DD","LON_DD","LAKEAREA","LAKENAME","AREA_HA","DEPTHMAX","ELEV_PT","HUC_2","HUC_8","COND","ANC","TURB","TOC","DOC","NO3_NO2","NTL","PTL","CL","SO4","NO3","CA","MG","NA.","K","COLOR","SIO2","NH4ION","CHLA","DEPTH_SURF","TEMP_SURF","DO_SURF","COND_SURF","PH_SURF","DEPTH_BOT","TEMP_BOT","DO_BOT","COND_BOT","PH_BOT"
"NLA06608-1426",1,0.05,7.696962521,1.2,0,1.2,0.5,2.3,0.6,0,3.4,42.8,0,3.3,0,3.3,2.7,14.1,0,0,0,15.1,17.4,32.5,1.15,"7/23/2007",43.45220479,-124.2460047,1.322599971,"Horsfall Lake",132.2599971,1.4,7.51,17,17100304,63.69,70.09,1.73,9.44,7.87,0.005,557,35,401.963706,12.7002,0.5,50.1495,86.978416,328.4069555,23.8373912,42,0.27,1.282895276,12.368,0,23.5,8.9,62,6.4,1,23.5,8.8,62,6.4
"NLA06608-1432",1,0.05,5.124544723,1.7,0,1.7,1.9,0,0,0,1.9,0,9.3,0,0,9.3,0,50.2,35.1,1.7,36.8,0,0,0,0.75,"6/19/2007",34.56754654,-96.87937904,0.126122471,"Mill Creek Watershed 2 Reservoir",12.61224708,3.4,364.54,11,11130304,193.9,1938.12,15,8.64,8.17,0.017,754,91,61.263432,66.64482,3.783829,1208.578,561.780176,121.4453271,80.6685964,48,4.556,1.815655724,5.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLA06608-1434",1,0.05,17.27738565,11.5,0,11.5,13.8,2.1,0,0,15.9,0.1,31.6,1.3,1.5,34.4,0.3,7.8,1.5,9.4,10.9,18,1,19,3.75,"8/1/2007",45.16506431,-84.97760482,1.844347565,"Deer Lake",184.4347565,5.5,214.79,4,4060105,287.2,2330.89,1.01,5.76,5.36,0.005,458,5,385.886286,243.26088,0.5,1579.834,892.8248,320.098912,21.7145334,8,6.159,0.484911067,2.312,0,27.2,8.3,273,8.4,5,24.8,9.8,268,8.1
"NLA06608-1435",1,1.6,3.663610073,26.9,0,26.9,7.6,33,12.7,3.7,57,0,9.9,0,0,9.9,0,4.3,0.4,0.2,0.6,0.9,0.5,1.4,1.3,"8/1/2007",42.19692077,-88.10342481,0.885045257,"Lake Zurick",88.5045257,2.1,257.23,7,7120006,991.9,2599.38,21.4,8.26,7.51,0.005,1260,50,6428.28843,578.54616,0.5,1887.717,1766.72336,5124.018458,128.8549108,9,1.841,0.986011697,9.4,0,29.6,8.7,989,7.2,1.5,27.8,9.8,982,6.7
"NLA06608-1436",1,0.05,789.9092067,0.6,0,0.6,0.9,0.2,0,0,1.1,0,3.4,2,0,5.4,73.6,15.9,0.1,3.1,3.2,0.1,0,0.1,1.14,"6/21/2007",32.03729676,-99.51438874,7.053783771,"LAKE COLEMAN",705.3783771,11,523.04,12,12090108,536.2,2480.99,3.93,5.07,4.75,0.005,478,20,1625.060484,994.71714,0.5,2202.586,993.21616,1578.528267,148.7535056,11,8.976,0.410441138,4.72,0,27.3,8,531,8.4,10,19.2,0.2,567,7.3
"NLA06608-1439",1,0.05,76.4097128,1.9,0,1.9,4.7,0.4,0,0,5.1,0.1,0,7.7,0,7.7,22.8,0.1,61.1,0,61.1,1.1,0,1.1,3.35,"7/17/2007",40.29789402,-110.2260262,1.585816869,"Big Sand Wash",158.5816869,21,1794,14,14060003,294,2458.34,1.92,3.54,3.48,0.005,273,12,143.8506,505.03074,0.5,1545.403,1177.54128,179.123158,32.226516,5,6.883,1.650651584,3.332,0,21.5,7.7,297.2,8.1,21,13.3,2.7,236.1,7.4
"NLA06608-1445",1,0.75,14.38416991,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,81.3,0.2,8.7,7.5,16.2,0,2.1,2.1,0.76,"7/18/2007",42.91835392,-118.8521689,2.731142113,"Baca Lake",273.1142113,1,1267.15,17,17120003,447.4,4473.41,11.4,31.87,31.07,0.005,5009,2670,162.776826,45.63744,0.5,1764.464,1380.79264,1337.551508,193.742745,67,53.944,92.47935867,16.667,0,22.5,3.2,436,7.8,0.5,22.5,3.2,436,7.8
"NLA06608-1446",1,0.05,7.6999983,3.7,0,3.7,0,0,0,0,0,79.6,0,11.3,0,11.3,5.3,0,0,0,0,0,0,0,NA,"8/29/2007",43.79630195,-122.0175362,0.277298402,"Torrey Lake",27.72984017,3.6,1612.46,17,17090001,10.97,97.85,0.664,1.98,2.14,0.005,228,4,9.223362,2.5,0.5,31.7863,22.464624,36.45099718,13.044066,6,7.057,1.065909241,0.779,0,19,7.9,11,7.2,3,18.8,8,11,7.3
"NLA06608-1447",1,0.05,4.168043948,14.2,0,14.2,18.3,33.6,13.6,2.8,68.3,0,8.8,2.5,0,11.3,0,0,0,0,0,0.6,5.8,6.4,2.1,"7/18/2007",45.07363846,-93.1265767,0.637459354,"Snail Lake",63.74593536,7.1,270.25,7,7010206,436.7,1645.73,1.25,7.91,7.36,0.005,760,13,2151.384444,258.45948,0.5,1114.766,829.46304,1909.980055,36.2420422,12,0.764,0.839634551,5.086,0,27,10.1,412.4,9.2,7,9.7,0.2,315.8,10.4
"NLA06608-1450",1,0.16,84.72400416,5.7,0,5.7,5.1,2.5,0,0,7.6,0.6,34.2,4.3,0.7,39.2,2.4,11.6,7.3,15.7,23,8,1.9,9.9,2.79,"7/24/2007",43.61999552,-85.28224429,0.886469725,"Blue Lake",88.64697249,15,292.17,4,4060102,302,2658.8,1.26,4.59,4.65,0.017,469,10,336.35655,174.97128,1.642039,1613.267,1183.30144,248.719334,18.9011074,0,9.243,1.105739486,2.944,0,24.6,8.8,284,8.2,15,7,0.3,315,7.2
"NLA06608-1454",1,0.46,20.58651677,24.6,0,24.6,3.4,0.3,0,0,3.7,0,6.5,0.4,0.1,7,0,3.2,8.3,50.4,58.7,0.1,2.6,2.7,3.9,"7/25/2007",45.84991802,-95.71390587,3.00194975,"Red Rock",300.194975,5.7,395.84,7,7020005,762.1,5602.62,1.29,16.66,16.43,0.026,2341,125,614.636946,2734.26978,4.069401,1833.326,5815.29296,514.1417502,405.38911,15,18.494,30.90671675,2.82,0,25.6,6.2,703,8.5,5.5,23.7,0.7,711,8.5
"NLA06608-1455",1,0.05,0.74494234,8.7,0,8.7,0,0,0,0,0,0.7,5.5,67.4,0.7,73.6,0,11.5,0,0,0,5.6,0,5.6,2.4,"8/13/2007",39.04408399,-107.9174634,0.077997155,"Youngs Creek Reservoir Number 3",7.799715466,3,3113.97,14,14020005,48.62,395.36,2.2,7.26,6.82,0.005,429,37,6.741234,45.11694,0.5,290.3182,133.141984,37.36444699,9.8725676,22,1.262,0.911892589,8.8,0,18.8,7.4,47,8.5,2.3,18.4,6.3,48,7.9
"NLA06608-1460",1,0.05,2.076132829,17.5,0,17.5,6.9,3.4,0,0,10.3,0,0.2,0,0,0.2,0.5,0,55.2,16.1,71.3,0.2,0,0.2,2.14,"7/26/2007",40.75747354,-93.23879955,0.391940655,"Heritage Point Lake",39.19406547,12.2,298.78,10,10280201,260.4,1952.19,2.05,7.87,7.79,0.005,781,22,386.4222,263.45628,0.5,1433.627,553.880528,398.0901267,145.3773944,10,2.194,1.195230707,4.459,0,27.2,8.1,NA,8.6,10.5,10,0.2,NA,7.7
"NLA06608-1461",1,0.05,939.6308688,2,0,2,0.6,0.8,0.3,0.1,1.8,9.3,0.1,26.4,0,26.5,54.6,4.1,0.1,0,0.1,0.6,1.2,1.8,2.4,"9/26/2007",37.59934642,-118.7415562,19.66933306,"Lake Crowley",1966.933306,13.1,2063.39,18,18090102,348,2782.91,6.81,3.36,3.42,0.005,708,47,603.18531,273.65808,0.5,790.915,471.839392,2195.324377,128.7014512,9,23.246,4.232547563,18.216,0,16.2,8.8,NA,9.1,12.6,13.6,6.1,NA,8.9
"NLA06608-1462",1,0.05,22.28338573,0.4,0,0.4,0.5,0,0,0,0.5,1.2,0,0,0,0,5,92.8,0,0,0,0,0.1,0.1,0.06,"8/20/2007",46.53835681,-106.0071156,0.175906865,"",17.59068654,1,796.17,10,10100001,913.7,6448.63,221,12.57,13.49,0.005,1404,450,84.19491,3006.13734,0.5,667.163,286.77368,8199.299485,136.83481,75,10.342,1.001213866,26.8,0,20.5,8.4,941,8.8,0.5,20.5,0.4,681,7.8
"NLA06608-1465",1,0.05,248.6017109,3.4,0,3.4,13.5,1.6,0.3,0.1,15.5,0.1,55.2,6.7,3.9,65.8,0,0,11.2,3.7,14.9,0.3,0,0.3,3.9,"8/21/2007",40.87358233,-75.58090694,4.489595751,"Beltzville Lake",448.9595751,28.5,272.8,2,2040106,70.81,170.27,1.04,1.45,1.73,0.303,497,5,292.016718,99.8319,20.132826,209.4802,140.959344,178.9926652,10.742172,10,2.371,0.991976894,5.973,0,23.5,7.5,70,6.9,28.5,6.6,4,79,6.1
"NLA06608-1469",1,0.05,0.628672325,0,0,0,3,0,0,0,3,0,5.2,0,0.2,5.4,1.6,46.6,0.8,0,0.8,32.8,9.7,42.5,0.55,"7/10/2007",33.29943972,-81.89267614,0.050111151,"Brierpatch Lake",5.011115104,1.7,31.76,3,3060106,96.29,725.79,18.7,14.14,12.85,0.005,576,112,142.553124,15.8232,2.498755,353.7411,181.609616,231.3637876,80.1570644,150,10.082,8.193221837,65.52,0,32.26,8.42,92,6.8,1.5,23.98,0.11,242,6.4
"NLA06608-1473",1,0.05,123.5699665,3,0,3,1.2,1.5,0,0,2.7,0,0,87,0,87,5.3,0.9,0,0,0,0.4,0.7,1.1,4.24,"7/22/2007",47.89085231,-116.8933801,1.577360606,"Lower Twin Lake",157.7360606,18.6,703.45,17,17010305,26.03,203.45,0.722,3.15,2.79,0.005,181,8,19.349316,17.98848,0.5,106.9856,33.491216,85.08132516,13.171949,4,11.439,0.2822557,2.007,0,24.9,7.6,38.9,6.6,18,7.6,1.5,34.6,5.7
"NLA06608-1476",1,0.05,10.4623878,6.7,0,6.7,18.2,53.9,16.7,2.8,91.6,0,1.4,0,0,1.4,0,0,0,0,0,0.3,0,0.3,0.2,"6/14/2007",39.74858029,-105.0447684,0.679422218,"Sloans Lake",67.94222179,1.5,1617.33,10,10190002,723.4,2762.54,35.1,8.65,7.57,0.111,1891,183,2081.772036,2153.12112,9.495269,1889.214,741.497168,4178.815393,107.7286392,15,0.025,21.2780274,62,0,20,5.5,704,8.2,1,20,5.5,704,8.2
"NLA06608-1481",1,0.05,4.981385953,7.6,0,7.6,0,0,0,0,0,0.5,0,73.8,0,73.8,18,0,0,0,0,0,0,0,9.89,"8/14/2007",40.4943852,-121.1629233,0.391839963,"Silver Lake",39.18399626,20.8,1973.92,18,18080003,20.34,187.77,0.351,1.65,1.55,0.005,135,3,4.005252,2.5,0.5,92.4148,65.172096,20.66136475,3.2226516,6,4.067,0.141339644,0.489,0,19.3,10,NA,7.8,20.3,8.5,2.1,NA,6.2
"NLA06608-1482",1,0.19,29.38121695,0.8,0,0.8,3.5,0.3,0,0,3.8,0,6.4,16,5.7,28.1,0.4,9,11.5,31.4,42.9,13.5,1.5,15,0.73,"7/24/2007",30.96113096,-83.65565657,0.872573465,"Lake Nichols",87.25734654,1.3,47.06,3,3110203,101.6,292.86,4.43,9.95,9.5,0.005,1099,80,486.102204,49.90554,0.5,184.1809,243.407904,349.0248226,87.9323508,27,0.637,0.979694965,23.52,0,29.06,7.1,101,7.23,1,28.98,6.84,101,7.16
"NLA06608-1483",1,0.05,18.79983376,3.4,6.7,10.1,0,0,0,0,0,5.4,0,74.6,0,74.6,0,6.2,0,0,0,3.6,0.1,3.7,2.78,"7/25/2007",40.05555836,-105.7469295,0.510280274,"Meadow Creek Reservoir",51.02802743,18.7,3029.04,14,14010001,27.26,212.2,0.873,6.15,5.96,0.005,274,13,3.553956,18.03012,0.5,144.4106,64.760656,38.32139441,9.7958378,30,5.741,0.777547329,4.805,0,18.4,6.6,26,7.8,18,5.4,3.9,27,6.3
"NLA06608-1484",1,0.05,44.57137303,0.9,0,0.9,2.4,0.1,0,0,2.5,0,67.3,12.9,5.3,85.5,0,2,9.1,0,9.1,0.1,0,0.1,1.76,"8/26/2007",35.56344263,-93.63792628,0.44682125,"Horsehead Lake",44.682125,13,203.73,11,11110202,33.52,213.71,2.75,1.46,1.34,0.005,105,11,42.929532,45.804,0.5,100.6982,100.39136,82.73245422,30.5896136,0,5.977,0.424824375,3.795,0,29.2,6.1,NA,6.8,12.5,8.5,0.2,NA,7.1
"NLA06608-1487",1,0.12,2090.845909,4.2,0,4.2,16.4,9.9,3.4,1.2,30.9,0.3,19.1,0.7,0.9,20.7,0.2,1.9,13.4,12.6,26,13.8,1.9,15.7,1.93,"8/20/2007",42.21592161,-83.58492288,3.849125554,"Ford Lake",384.9125554,10,218.11,4,4090005,737.5,3083.76,5.3,6.39,6.22,0.107,1071,61,3148.269102,896.90478,14.2786,2768.951,1809.51312,1929.55398,83.7122118,12,8.913,11.54290673,14.592,0,23.8,6.8,594,7.9,7.7,23.4,6.6,560,7.8
"NLA06608-1488",1,9.5,7.842478752,0.9,0,0.9,3.5,0,0,0,3.5,0,0,0.1,0.3,0.4,30.7,2.1,0,62.4,62.4,0,0,0,0.28,"7/31/2007",34.73428918,-99.69530507,0.129992483,"Tri-County Turkey Creek Site 7 Reservoir",12.99924829,1.7,464.12,11,11120202,982.5,1275.35,28.5,14.39,12.25,0.005,3409,160,2975.87403,5233.56504,0.5,2558.872,3065.228,3242.746826,280.319536,14,3.331,1.612399072,114.624,0.1,27.93,8.2,1049,9.81,1.6,25.76,0.32,1056,8.1
"NLA06608-1489",1,0.05,0.959439966,20.8,0,20.8,0,0,0,0,0,0.8,0,68.3,1.7,70,1.5,3.5,0,0,0,2.2,1.4,3.6,1.31,"8/29/2007",46.98630288,-122.5690307,0.222459545,"Lewis Lake",22.24595447,2.5,108.21,17,17110015,46.67,295.65,1.9,9.23,7.11,0.005,721,18,99.764622,2.5,0.5,176.8456,91.33968,124.0986813,27.0600428,25,0.326,0.564806604,17.94,0,20.4,9.3,43.2,7.3,2,19.7,4.9,43.1,6.9
"NLA06608-1492",1,2.7,12.49235507,7.2,0,7.2,9.8,4.9,1.1,0.5,16.3,0,19.7,0.4,0,20.1,0,0.1,17.4,38.8,56.2,0,0.1,0.1,0.61,"6/28/2007",39.27166676,-85.19021469,0.763082851,"Bischoff Reservoir",76.30828514,6.4,300.27,5,5090203,242,1710.53,9.66,6.79,5.92,0.005,758,41,500.769324,210.94824,0.5,1325.843,530.593024,461.5096421,133.893501,11,2.377,1.685197541,40.608,0,27.1,9.5,NA,8.9,6,12.9,0.1,NA,7
"NLA06608-1496",1,0.05,6.533000806,1.1,0,1.1,6,0.7,0,0,6.7,0.4,24.2,0,0,24.2,0,67.7,0,0,0,0,0,0,1.23,"9/6/2007",33.66930447,-97.58547265,0.048979399,"Soil Conservation Service Site 6 Reservoir",4.897939908,1.6,340.04,12,12030103,447.5,2494.05,4.69,4.85,4.36,0.005,356,16,1511.587746,264.95532,0.5,2627.235,405.844416,977.3912967,51.6903086,11,14.198,0.613187265,12.98,0,26.9,4.4,446,7.3,1,26.9,4.3,446,7.3
"NLA06608-1499",1,0.16,8.873886841,18.7,0,18.7,10.3,3.3,0.1,0,13.7,0,15.2,0.5,0,15.7,0.8,0.6,0,46.2,46.2,2.4,1.9,4.3,4.05,"8/8/2007",41.24575191,-85.4301129,0.528223,"Round Lake",52.82229999,19.2,287.1,5,5120104,308,1983.16,1,5.76,5.61,0.005,483,17,791.03727,220.65036,0.5,1272.45,940.55184,575.9083564,74.1977166,10,1.094,0.507279649,2.907,0,28.3,7.4,NA,8.7,18.5,6.9,0,NA,7.4
"NLA06608-1504",1,0.05,3361.678916,1.4,0,1.4,3.3,0.8,0.1,0,4.2,0.2,69.2,2.4,4.4,76,0.1,1.5,14.8,0.6,15.4,0.8,0.2,1,0.46,"8/27/2007",36.97055086,-90.35313417,28.44070693,"Lake Wappapello",2844.070693,4.1,109.07,8,8020202,198.8,1963.06,13.2,6.32,4.37,0.005,1199,68,73.363806,77.95008,0.5,994.008,943.84336,118.7484753,45.654231,12,9.588,1.071313425,155.077,0,28.9,7.1,NA,8.7,3.5,28.6,5.6,NA,8.6
"NLA06608-1508",1,0.05,711.3043246,0.1,0,0.1,0.2,0,0,0,0.2,0,0,3.3,0,3.3,6.3,90,0,0,0,0,0.1,0.1,0.38,"8/20/2007",36.42564729,-103.6053539,0.157229926,"Snyder Lake",15.72299259,2,1695.5,11,11090104,561.8,4972.35,13,19.07,18.22,0.005,1680,313,583.046226,402.90864,0.5,1494.505,2787.09456,1466.739409,254.2569806,22,11.463,0,11.744,0,25.4,6.4,465.1,8.7,1.7,22.5,0.1,442.3,8.6
"NLA06608-1510",1,0.12,11.55371107,0.6,0,0.6,2.7,0,0,0,2.7,0,0,0,0,0,0,57.1,0,39.1,39.1,0.3,0.2,0.5,0.87,"8/17/2007",47.82117438,-105.0491133,0.069658351,"",6.965835101,2.5,692.46,10,10060002,1040,5894.38,4.83,27.12,25.67,0.005,2440,653,387.437616,4795.7829,0.5,2422.146,3035.60432,4658.594031,872.417826,91,1.229,2.945081597,28.48,0,19.4,6.8,1055,8.8,2,19,5.8,1055,8.8
"NLA06608-1511",1,0.38,441.1616256,2.8,0,2.8,2.9,0.2,0.1,0,3.2,0,0.3,0,0,0.3,0.5,19.8,62.4,8.7,71.1,0,2.3,2.3,2.45,"6/12/2007",45.53504992,-98.61521182,1.91754935,"Richmond",191.754935,6.6,414.2,10,10160003,1546,4291.51,2.22,13.85,12.87,0.078,1446,373,2535.098868,8952.10032,10.209199,2732.524,3437.16976,9243.242125,499.255232,25,0.231,6.784985024,5.24,0,21.4,8.7,1528,8.7,5,18.2,6.3,1525,8.6
"NLA06608-1515",1,5.4,5.452551081,6.9,0,6.9,5.1,1,0,0,6.1,0,59.8,0.5,0.8,61.1,1.2,16.2,0,0.4,0.4,8.1,0.1,8.2,1.65,"8/29/2007",42.4782951,-86.06684183,0.380113383,"Upper Scott",38.0113383,1.8,199.5,4,4050002,171.2,1157.41,4.36,7.23,6.58,0.005,845,33,301.127256,223.64844,0.5,872.751,545.158,218.6189879,9.5400718,15,2.464,0.48822875,11.6,0,26.3,10.2,153,8.5,1.7,23.5,1.8,187,7.9
"NLA06608-1517",1,1.7,45.19841269,0.2,0,0.2,0.6,0.3,0.1,0,1,1.2,65.4,27.3,0.3,93,0,0,1.1,2.7,3.8,0.3,0.5,0.8,1.46,"8/1/2007",38.54281635,-77.39673538,0.237863857,"Breckinridge Reservoir",23.78638566,8.5,39.81,2,2070011,44.69,254.3,4.53,3.54,3.47,0.005,339,14,78.779358,54.98562,1.42786,128.3428,112.158544,118.4874896,17.8013136,16,7.838,4.030017169,6.384,0,27.4,6.7,45,6.8,8,25.4,4.7,46,6.5
"NLA06608-1521",1,0.75,78.19189562,0.6,0,0.6,3.3,0,0,0,3.3,0,3,0.7,0,3.7,74.3,3.6,10.1,4.3,14.4,0.1,0.1,0.2,0.71,"8/14/2007",42.23317529,-111.8535786,0.61474975,"Treasureton Reservoir",61.47497504,2.8,1512,16,16010202,352.2,2426.41,8.06,7.45,6.56,0.005,1351,113,898.699572,290.0226,0.5,878.739,1489.4128,1110.928959,139.4691998,12,0.298,0.716178615,82.512,0,20.6,7.7,340,9.9,2.3,19.9,0.4,352,9.4
"NLA06608-1524",1,0.05,9.679059061,6.6,0,6.6,3.6,0,0,0,3.6,0,0.2,0,0,0.2,0.1,70.7,0,18.8,18.8,0,0,0,0.26,"6/12/2007",34.37370438,-98.33930518,0.512170705,"Dave Boyer Lake",51.21707047,4.4,310.31,11,11130202,389.5,2399.52,50.7,6.54,6.37,0.284,968,157,684.023706,707.7759,22.917153,1654.185,819.259328,1306.668204,146.042386,23,7.787,2.737107596,7.72,0.1,26.74,7.2,377.8,7.48,3.5,23.98,4.04,377.9,7.41
"NLA06608-1527",1,0.37,37.02929084,3,0,3,5.7,0.8,0.2,0,6.7,0,0.1,0,0.7,0.8,1.8,11.4,1.1,73.2,74.3,0,1.9,1.9,0.09,"8/8/2007",43.45913401,-94.94774508,0.669246141,"Swan Lake",66.92461413,1.5,418.93,7,7100002,396.8,3200.05,109,11.86,9.67,0.005,5191,587,721.594098,330.89226,0.5,1856.28,1711.5904,294.8268006,56.5498626,20,33.164,1.084137129,381.6,0,23.9,8.1,NA,9.3,0.5,23.9,8,NA,9.3
"NLA06608-1529",1,0.05,32242.11788,0.2,0,0.2,0.7,0.2,0,0,0.9,0.6,1,2.8,0,3.8,79.9,10.6,2.1,0.3,2.4,1.6,0,1.6,1.2,"6/19/2007",40.69367958,-118.2702746,45.66923773,"Rye Patch Reservoir",4566.923773,14.3,1261,16,16040108,964.1,5487.32,9.48,5.72,5.49,0.005,649,55,2801.927628,1796.18304,0.5,1948.096,1423.5824,6159.261576,369.070338,10,22.923,2.278721508,6.04,0,19.8,8.4,774,8.6,13.8,17,5.4,717.7,8.4
"NLA06608-1532",1,1.5,17.96358204,2.9,0,2.9,12.5,11.4,4.3,0.5,28.7,0.1,3.2,0,0,3.2,0,0.6,0.7,63.9,64.6,0,0,0,1.06,"7/24/2007",40.98641214,-90.39676778,0.426440167,"Storey Lake",42.64401666,9.8,229.16,7,7080104,406.1,2395.07,8.36,5.04,4.05,2.705,6203,59,1312.594416,475.27896,187.263839,1248.997,2062.13728,756.858414,50.7183978,9,2.731,1.035008514,42.66,0,28,17,410,8.8,9.5,8.8,0,646,3.3
"NLA06608-1537",1,0.05,191.6930426,1.9,0,1.9,0.7,1.1,0.1,0,1.9,0,0.1,75.4,0,75.5,14,1.5,2.1,0.1,2.2,1.8,1.3,3.1,2.7,"7/15/2007",48.1617266,-116.6384102,0.17406049,"Round Lake",17.406049,11,647,17,17010214,80.23,659.06,0.67,3.94,3.96,0.014,138,8,69.584202,79.17846,0.5,432.8825,190.08528,140.5407779,26.0625554,9,15.285,1.146186798,2.184,0,27.1,8.4,98.3,8.4,9.5,9.2,0.16,80.9,6.8
"NLA06608-1538",1,0.05,24.18594464,3.8,0,3.8,4,1.8,0.5,0,6.3,0,77.2,2,1.1,80.3,0,0,8.6,1,9.6,0,0,0,3.2,"7/26/2007",39.7038049,-78.65197531,0.856692995,"Lake Habeeb",85.66929955,12.3,380.07,2,2070002,101,592.43,1.13,3.4,3.46,0.005,252,1,109.636722,239.67984,0.5,620.257,214.113376,70.94460191,32.3032458,0,0.718,0.550224515,2.616,0,24.2,8.5,93.5,8.2,11.8,8,3,96.2,6.5
"NLA06608-1544",1,1.7,1.675122329,59.4,0,59.4,14.1,1.7,0,0,15.8,0,0,0,0,0,0,6.9,0,15.5,15.5,1.7,1.1,2.8,0.42,"7/25/2007",42.27012122,-93.63628619,0.987351348,"Little Wall Lake",98.73513483,3.4,317.91,7,7080105,523,4143.06,12.5,17.69,14.74,0.005,2228,69,1141.609644,175.74162,0.5,1763.466,2775.57424,581.9980218,180.7498322,9,15.957,1.547452725,26.64,0,25.9,8.3,NA,8.7,2.5,25.6,5.6,NA,8.3
"NLA06608-1556",1,0.05,0.955163841,30.6,0,30.6,0.4,0,0,0,0.4,0,41,21.3,0,62.3,0,0.5,0,4.2,4.2,1.5,1,2.5,2.32,"8/14/2007",39.00356446,-87.18335673,0.103416025,"Hert Lake",10.34160255,6.1,149.24,5,5120202,675.6,2997.02,2.1,3.32,3.32,0.005,474,19,339.261768,3812.49594,0.5,1716.56,3472.5536,1799.931102,94.4288072,8,4.646,0.60401461,5.387,0,30.7,7.6,NA,8.4,6,23.5,0.1,NA,7.3
"NLA06608-1558",1,0.05,25.7305872,11.9,0,11.9,0,0,0,0,0,0,23.9,14.8,40,78.7,1.1,5.8,0.1,0,0.1,1.9,0.5,2.4,NA,"9/12/2007",44.87906853,-68.22649939,1.039486572,"Lower Middle Branch",103.9486572,2.9,98.23,1,1050002,25.52,97.33,1.44,4.27,4.4,0.005,280,8,36.272916,53.9238,0.5,80.5386,34.9724,73.68495134,11.8675424,16,2.565,0.783214896,2.976,0,19.5,8.34,20,6.72,2.5,19.5,8.34,20,6.73
"NLA06608-1560",1,0.24,2291.594458,7.5,0,7.5,2.1,5,0.5,0.2,7.8,0.2,25.8,10.3,3,39.1,8.4,0,26.3,2.2,28.5,8.6,0,8.6,0.95,"8/21/2007",32.76230788,-94.60523041,70.62474313,"Lake O' the Pines",7062.474313,10.1,69.44,11,11140305,161.5,607.53,3.75,9.89,9.54,0.005,852,42,338.415588,431.55696,0.5,534.429,282.412416,419.2299652,109.3655416,30,8.401,1.049945303,27.467,0,30.8,6,179.4,7.2,9.6,23.3,0,183.5,6.6
"NLA06608-1561",1,0.05,46.90936616,2.7,0,2.7,5.3,2.7,1.4,0.3,9.7,0.6,31.6,14.1,0.2,45.9,0,3.3,37.6,0.3,37.9,0,0,0,2.1,"6/19/2007",37.67100497,-81.07000814,0.373898438,"Glade Creek (Upper)",37.38984381,6.6,849.34,5,5050004,202.2,230.67,2.61,2.75,2.89,0.029,263,10,1208.20401,142.84602,2.427362,321.7552,168.27896,990.8755558,27.2135024,0,1.878,0.569610834,3.235,0,25.31,8.95,200.4,7.73,6.5,10.08,7.46,124.3,6.84
"NLA06608-1562",1,0.05,7.191938062,11.4,0,11.4,0,0,0,0,0,1.4,0,0,0,0,80.6,5.6,0,0,0,0.1,0.8,0.9,2.32,"6/11/2007",42.59773028,-110.2208282,1.341905791,"Sixtyseven Reservoir",134.1905791,6.9,2153.13,14,14040101,493.1,3277.37,1.65,3.36,2.82,0.005,348,16,78.328062,1733.80632,0.5,2016.958,2207.78704,864.2975107,37.1883764,6,4.326,0.762810299,2.944,0,15.4,8.5,NA,8.6,6.5,13.6,7.7,NA,8.5
"NLA06608-1564",1,0.05,150.7092883,1,0,1,6.1,0.7,0.4,0.4,7.6,0,0,0,2.2,2.2,16.8,6.3,0,66,66,0.2,0,0.2,0.15,"6/26/2007",35.16889537,-99.07349782,1.415132309,"Lake Hobart",141.5132309,2.8,499.88,11,11120303,385.5,2674.7,79.8,6.42,6.04,0.432,1159,161,368.201124,910.27122,37.12436,1655.682,1198.11328,645.9395085,199.4207502,32,10.91,19.12920347,12.8,0.1,25.57,4.09,380.1,7.64,2.72,25.23,1.93,357.2,7.43
"NLA06608-1568",1,0.05,4932.354269,0.2,0,0.2,2,0.3,0,0,2.3,0.3,0,0,0.1,0.1,13.8,61.8,0,21.2,21.2,0.1,0.2,0.3,0.31,"7/10/2007",36.53187298,-99.56836014,6.735793487,"Ford Supply Lake",673.5793487,3,611.27,11,11100203,981.5,5008.97,42.6,6.46,6.34,0.016,760,115,3460.706964,1453.21518,6.996514,4067.848,1635.06256,3688.597328,143.7660686,20,31.12,5.036674244,11.491,0.12,26.25,6.29,992.8,8.27,2.92,26.06,5.6,999.1,8.21
